identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,product/ProductName,product/servicecode,product/region,pricing/unit,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/offeringClass
6308b006-fd83-4760-940f-440a957305f2,2025-03-20T03:00:00/2025-03-20T22:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T03:00:00Z,2025-03-20T22:00:00Z,CloudWatchLogs,CloudWatchLogs-GB,LogOperations,us-gov-west-1c,cloudwatchlogs-resource-688d4443,1067.164287124458,1,1067.164287124458,USD,2.519488644833645,2688.7083035820638,2.519488644833645,2688.7083035820638,CloudWatchLogs LogOperations in us-gov-west-1,,CloudWatchLogs,cloudwatchlogs,us-gov-west-1,GB,2688.7083035820638,2.519488644833645,OnDemand,Standard
7bb2ec44-fcec-42cd-ab46-61f78074b953,2025-03-20T16:00:00/2025-03-20T21:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T16:00:00Z,2025-03-20T21:00:00Z,CloudWatchLogs,CloudWatchLogs-GB,LogOperations,us-gov-west-1b,cloudwatchlogs-resource-688d4443,569.7235769289348,1,569.7235769289348,USD,2.3596603795786417,1344.3541517910317,2.3596603795786417,1344.3541517910317,CloudWatchLogs LogOperations in us-gov-west-1,,CloudWatchLogs,cloudwatchlogs,us-gov-west-1,GB,1344.3541517910317,2.3596603795786417,OnDemand,Standard
34f8f383-cf88-4ee5-ba7e-187b47886119,2025-03-20T05:00:00/2025-03-20T10:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T05:00:00Z,2025-03-20T10:00:00Z,CloudWatchLogs,CloudWatchLogs-GB,LogOperations,us-gov-west-1c,cloudwatchlogs-resource-d0264136,501.5214870682716,1,501.5214870682716,USD,2.680551454833333,1344.354151791032,2.680551454833333,1344.354151791032,CloudWatchLogs LogOperations in us-gov-west-1,,CloudWatchLogs,cloudwatchlogs,us-gov-west-1,GB,1344.354151791032,2.680551454833333,OnDemand,Standard
58b04631-3de4-4a0f-8e80-083b3cd1987b,2025-03-20T08:00:00/2025-03-20T23:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,888800000002,Usage,2025-03-20T08:00:00Z,2025-03-20T23:00:00Z,CloudWatchLogs,CloudWatchLogs-GB,LogOperations,us-gov-west-1b,cloudwatchlogs-resource-688d4443,351.7487142010512,1,351.7487142010512,USD,2.547944214180564,896.2361011940212,2.547944214180564,896.2361011940212,CloudWatchLogs LogOperations in us-gov-west-1,,CloudWatchLogs,cloudwatchlogs,us-gov-west-1,GB,896.2361011940212,2.547944214180564,OnDemand,Standard
fb1505ce-cacb-44b9-8e3d-355afebf2dd2,2025-03-20T03:00:00/2025-03-20T17:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T03:00:00Z,2025-03-20T17:00:00Z,AppSync,GraphQLQueriesAndDataModifications,GraphQLOperations,us-gov-west-1c,appsync-resource-a509521a,430.07377398263907,1,430.07377398263907,USD,3.978378354355675,1710.9961931885862,3.978378354355675,1710.9961931885862,AppSync GraphQLOperations in us-gov-west-1,,AppSync,appsync,us-gov-west-1,Million Operations,1710.9961931885862,3.978378354355675,OnDemand,Standard
2085724c-3a8c-4ad3-a83e-2e2b0f0894c7,2025-03-20T00:00:00/2025-03-20T15:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T00:00:00Z,2025-03-20T15:00:00Z,AppSync,GraphQLQueriesAndDataModifications,GraphQLOperations,us-gov-west-1b,appsync-resource-a509521a,325.79126971073646,1,325.79126971073646,USD,3.9388628984159366,1283.2471448914396,3.9388628984159366,1283.2471448914396,AppSync GraphQLOperations in us-gov-west-1,,AppSync,appsync,us-gov-west-1,Million Operations,1283.2471448914396,3.9388628984159366,OnDemand,Standard
ba979f5a-3ee4-45a7-bbae-7e1d4eee1a3c,2025-03-20T07:00:00/2025-03-20T11:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T07:00:00Z,2025-03-20T11:00:00Z,AppSync,GraphQLQueriesAndDataModifications,GraphQLOperations,us-gov-west-1c,appsync-resource-a509521a,226.96409804573904,1,226.96409804573904,USD,4.240474008689359,962.4353586685797,4.240474008689359,962.4353586685797,AppSync GraphQLOperations in us-gov-west-1,,AppSync,appsync,us-gov-west-1,Million Operations,962.4353586685797,4.240474008689359,OnDemand,Standard
d6176a33-327c-456f-a17c-44d54bd8d11e,2025-03-20T07:00:00/2025-03-20T16:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T07:00:00Z,2025-03-20T16:00:00Z,AppSync,GraphQLQueriesAndDataModifications,GraphQLOperations,us-gov-west-1b,appsync-resource-a509521a,183.32077339067231,1,183.32077339067231,USD,3.9375053118675236,721.8265190014348,3.9375053118675236,721.8265190014348,AppSync GraphQLOperations in us-gov-west-1,,AppSync,appsync,us-gov-west-1,Million Operations,721.8265190014348,3.9375053118675236,OnDemand,Standard
7db8fd8c-8b7c-4301-bfee-7b7037a29f79,2025-03-20T02:00:00/2025-03-20T03:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,444400000002,Usage,2025-03-20T02:00:00Z,2025-03-20T03:00:00Z,AppSync,GraphQLQueriesAndDataModifications,GraphQLOperations,us-gov-west-1b,appsync-resource-e75c2ef2,492.21865976210995,1,492.21865976210995,USD,4.399425974730182,2165.4795570043043,4.399425974730182,2165.4795570043043,AppSync GraphQLOperations in us-gov-west-1,,AppSync,appsync,us-gov-west-1,Million Operations,2165.4795570043043,4.399425974730182,OnDemand,Standard
ce2bdae3-eda5-4f2b-ad38-b0d1fa6767a4,2025-03-20T12:00:00/2025-03-20T18:00:00,I-20250301,AWS,Anniversary,111111111111,2025-03-01T00:00:00Z,2025-03-31T23:59:59Z,888800000002,DiscountedUsage,2025-03-20T12:00:00Z,2025-03-20T18:00:00Z,AppSync,RealtimeUpdates,GraphQLOperations,us-gov-west-1b,appsync-resource-a509521a,65.98080703884236,1,65.98080703884236,USD,4.3219542924084395,285.1660321980977,4.3219542924084395,285.1660321980977,AppSync GraphQLOperations in us-gov-west-1,,AppSync,appsync,us-gov-west-1,Million Operations,285.1660321980977,4.3219542924084395,OnDemand,Standard
