BillingAccountId,BillingAccountName,BillingPeriodStartDate,BillingPeriodEndDate,BillingProfileId,BillingProfileName,AccountOwnerId,AccountName,SubscriptionId,SubscriptionName,Date,Product,PartNumber,MeterId,ServiceFamily,MeterCategory,MeterSubCategory,MeterName,MeterRegion,UnitOfMeasure,Quantity,EffectivePrice,Cost,CostInBillingCurrency,CostCenter,ResourceLocation,ConsumedService,ResourceId,ResourceName,ServiceName,ServiceTier,ResourceGroupName,ResourceType,PublisherType,PublisherName,ReservationId,ReservationName,ProductOrderId,ProductOrderName,OfferId,BenefitId,BenefitName,Term,CostAllocationRuleName,Tags,AdditionalInfo,ServiceInfo1,ServiceInfo2,PricingModel,ChargeType,Frequency,PricingCurrency
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-44400005,Media,00000000-0000-0000-0000-000444400005,SoftwareSolutions Production,2025-03-20,VirtualMachines,Part-9-3D02,A5C7-B8E9-3D02,Compute,VirtualMachines,Standard,Virtual Machines Compute Hours in westus,westus,Hour,6411.713977485658,0.05180312897684906,332.1468461383554,332.1468461383554,Media-7268,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-test-test-v-gcfc,clo-test-test-v-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,RI-d7518a95,Reserved Instance: 1 year,RI-Order-a1a365,Annual Reserved Instance Purchase,MS-AZR-0003P,RI-d7518a95,Reserved Instance: 1 year,P1Y,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-7268"", ""use-case"": ""Enterprise Applications"", ""requestor"": ""john.doe@example.com"", ""compliance-hipaa"": ""not-required"", ""security-level"": ""critical"", ""iac"": ""true"", ""managed-by"": ""manual"", ""allow-spot"": ""true"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_NC12s_v3"", ""image"": ""ubuntu-20.04"", ""auto-shutdown"": ""weekends"", ""service-tier"": ""virtualmachines-premium"", ""team"": ""security"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines Compute Hours"", ""resourceDetails"": {""resourceName"": ""clo-test-test-v-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines Compute Hours in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines Compute Hours,Virtual Machines Compute Hours in westus,reservation,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-44400005,Media,00000000-0000-0000-0000-000444400005,SoftwareSolutions Production,2025-03-20,VirtualMachines,Part-2-6157,F3DB-E132-6157,Compute,VirtualMachines,Standard,Virtual Machines OS Licenses in westus,westus,Hour,3642.4817794853448,0.045593480797766026,166.0734230691777,166.0734230691777,Media-7268,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-test-test-v-gcfc,clo-test-test-v-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-7268"", ""use-case"": ""Enterprise Applications"", ""requestor"": ""john.doe@example.com"", ""compliance-hipaa"": ""not-required"", ""security-level"": ""critical"", ""iac"": ""true"", ""managed-by"": ""manual"", ""allow-spot"": ""true"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_NC12s_v3"", ""image"": ""ubuntu-20.04"", ""auto-shutdown"": ""weekends"", ""service-tier"": ""virtualmachines-premium"", ""team"": ""security"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines OS Licenses"", ""resourceDetails"": {""resourceName"": ""clo-test-test-v-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines OS Licenses in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines OS Licenses,Virtual Machines OS Licenses in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-44400005,Media,00000000-0000-0000-0000-000444400005,SoftwareSolutions Production,2025-03-20,VirtualMachines,Part-E-1A91,D9CA-F45E-1A91,Compute,VirtualMachines,Standard,Virtual Machines OS Licenses in westus,westus,Hour,1.0,8.303671153458884,8.303671153458884,8.303671153458884,Media-8487,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-batch-test-b-gcfc,clo-batch-test-b-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-8487"", ""use-case"": ""Enterprise Applications"", ""department"": ""operations"", ""compliance-pci"": ""in-scope"", ""security-level"": ""high"", ""iac"": ""true"", ""auto-scaling"": ""disabled"", ""scheduled-downtime"": ""custom"", ""image"": ""centos-7"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_B8ms"", ""auto-shutdown"": ""false"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines OS Licenses"", ""resourceDetails"": {""resourceName"": ""clo-batch-test-b-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines OS Licenses in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines OS Licenses,Virtual Machines OS Licenses in westus,on_demand,Tax,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-44400005,Media,00000000-0000-0000-0000-000444400005,SoftwareSolutions Production,2025-03-20,VirtualMachines,Part-2-6157,F3DB-E132-6157,Compute,VirtualMachines,Standard,Virtual Machines OS Licenses in westus,westus,Hour,1594.0010879448996,0.04948859605833986,78.8848759578594,78.8848759578594,Media-8487,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-batch-test-b-gcfc,clo-batch-test-b-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-8487"", ""use-case"": ""Enterprise Applications"", ""department"": ""operations"", ""compliance-pci"": ""in-scope"", ""security-level"": ""high"", ""iac"": ""true"", ""auto-scaling"": ""disabled"", ""scheduled-downtime"": ""custom"", ""image"": ""centos-7"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_B8ms"", ""auto-shutdown"": ""false"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines OS Licenses"", ""resourceDetails"": {""resourceName"": ""clo-batch-test-b-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines OS Licenses in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines OS Licenses,Virtual Machines OS Licenses in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-44400005,Media,00000000-0000-0000-0000-000444400005,SoftwareSolutions Production,2025-03-20,VirtualMachines,Part-9-3D02,A5C7-B8E9-3D02,Compute,VirtualMachines,Standard,Virtual Machines Compute Hours in westus,westus,Hour,1548.5672331139729,0.050940556064351106,78.8848759578594,78.8848759578594,Media-4179,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-api-test-b-gcfc,clo-api-test-b-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-4179"", ""use-case"": ""Enterprise Applications"", ""backup-frequency"": ""hourly"", ""compliance-pci"": ""in-scope"", ""compliance-hipaa"": ""required"", ""compliance-sox"": ""in-scope"", ""iac"": ""true"", ""created-by"": ""arm-template"", ""budget-alert"": ""low"", ""optimization-priority"": ""balanced"", ""image"": ""debian-10"", ""patch-group"": ""standard"", ""service-tier"": ""virtualmachines-enterprise"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines Compute Hours"", ""resourceDetails"": {""resourceName"": ""clo-api-test-b-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines Compute Hours in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines Compute Hours,Virtual Machines Compute Hours in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-33300005,Media,00000000-0000-0000-0000-000333300005,SoftwareSolutions Staging,2025-03-20,VirtualMachines,Part-2-6157,F3DB-E132-6157,Compute,VirtualMachines,Standard,Virtual Machines IP Addresses in westus,westus,Hour,3200.709547630582,0.0518864397402502,166.0734230691777,166.0734230691777,Media-7268,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-test-test-v-gcfc,clo-test-test-v-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,AHB-493b0e59,Azure Hybrid Benefit,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-7268"", ""use-case"": ""Enterprise Applications"", ""requestor"": ""john.doe@example.com"", ""compliance-hipaa"": ""not-required"", ""security-level"": ""critical"", ""iac"": ""true"", ""managed-by"": ""manual"", ""allow-spot"": ""true"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_NC12s_v3"", ""image"": ""ubuntu-20.04"", ""auto-shutdown"": ""weekends"", ""service-tier"": ""virtualmachines-premium"", ""team"": ""security"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines IP Addresses"", ""resourceDetails"": {""resourceName"": ""clo-test-test-v-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines IP Addresses in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines IP Addresses,Virtual Machines IP Addresses in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-33300005,Media,00000000-0000-0000-0000-000333300005,SoftwareSolutions Staging,2025-03-20,VirtualMachines,Part-2-6157,F3DB-E132-6157,Compute,VirtualMachines,Standard,Virtual Machines IP Addresses in westus,westus,Hour,1630.9935882206694,0.050911733886812915,83.03671153458885,83.03671153458885,Media-7268,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-test-test-v-gcfc,clo-test-test-v-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-7268"", ""use-case"": ""Enterprise Applications"", ""requestor"": ""john.doe@example.com"", ""compliance-hipaa"": ""not-required"", ""security-level"": ""critical"", ""iac"": ""true"", ""managed-by"": ""manual"", ""allow-spot"": ""true"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_NC12s_v3"", ""image"": ""ubuntu-20.04"", ""auto-shutdown"": ""weekends"", ""service-tier"": ""virtualmachines-premium"", ""team"": ""security"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines IP Addresses"", ""resourceDetails"": {""resourceName"": ""clo-test-test-v-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines IP Addresses in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines IP Addresses,Virtual Machines IP Addresses in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-33300005,Media,00000000-0000-0000-0000-000333300005,SoftwareSolutions Staging,2025-03-20,VirtualMachines,Part-9-3D02,A5C7-B8E9-3D02,Compute,VirtualMachines,Standard,Virtual Machines Compute Hours in westus,westus,Hour,594.1860911111626,0.046582887514417894,27.678903844862948,27.678903844862948,Media-8487,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-batch-test-b-gcfc,clo-batch-test-b-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-8487"", ""use-case"": ""Enterprise Applications"", ""department"": ""operations"", ""compliance-pci"": ""in-scope"", ""security-level"": ""high"", ""iac"": ""true"", ""auto-scaling"": ""disabled"", ""scheduled-downtime"": ""custom"", ""image"": ""centos-7"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_B8ms"", ""auto-shutdown"": ""false"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines Compute Hours"", ""resourceDetails"": {""resourceName"": ""clo-batch-test-b-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines Compute Hours in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines Compute Hours,Virtual Machines Compute Hours in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-33300005,Media,00000000-0000-0000-0000-000333300005,SoftwareSolutions Staging,2025-03-20,VirtualMachines,Part-2-6157,F3DB-E132-6157,Compute,VirtualMachines,Standard,Virtual Machines Compute Hours in westus,westus,Hour,338.490401403473,0.05451440420978696,18.452602563241967,18.452602563241967,Media-8487,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-batch-test-b-gcfc,clo-batch-test-b-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-8487"", ""use-case"": ""Enterprise Applications"", ""department"": ""operations"", ""compliance-pci"": ""in-scope"", ""security-level"": ""high"", ""iac"": ""true"", ""auto-scaling"": ""disabled"", ""scheduled-downtime"": ""custom"", ""image"": ""centos-7"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_B8ms"", ""auto-shutdown"": ""false"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines Compute Hours"", ""resourceDetails"": {""resourceName"": ""clo-batch-test-b-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines Compute Hours in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines Compute Hours,Virtual Machines Compute Hours in westus,on_demand,Usage,Recurring,USD
01A2B3-C4D5E6-F7G8H9,Billing Account 01A2B3-C,2025-03-01,2025-03-31,billing-profile-01A2B3-C,Enterprise Agreement,owner-33300005,Media,00000000-0000-0000-0000-000333300005,SoftwareSolutions Staging,2025-03-20,VirtualMachines,Part-E-1A91,D9CA-F45E-1A91,Compute,VirtualMachines,Standard,Virtual Machines IP Addresses in westus,westus,Hour,261.9334679763765,0.04696511345877646,12.301735042161312,12.301735042161312,Media-8487,westus,Microsoft.Compute,/subscriptions/00000000-0000-0000-0000-000444400005/resourceGroups/clo-rg/providers/Microsoft.Compute/virtualMachines/clo-batch-test-b-gcfc,clo-batch-test-b-gcfc,VirtualMachines,Standard,clo-rg,Microsoft.Compute/virtualMachines,Microsoft,Microsoft,,,,,MS-AZR-0017P,,,,,"{""name"": ""CloudExpansionMediaServices-VirtualMachines"", ""project"": ""CloudExpansionMediaServices"", ""business-unit"": ""Media"", ""environment"": ""production"", ""cost-center"": ""Media-8487"", ""use-case"": ""Enterprise Applications"", ""department"": ""operations"", ""compliance-pci"": ""in-scope"", ""security-level"": ""high"", ""iac"": ""true"", ""auto-scaling"": ""disabled"", ""scheduled-downtime"": ""custom"", ""image"": ""centos-7"", ""patch-group"": ""critical"", ""vm-size"": ""Standard_B8ms"", ""auto-shutdown"": ""false"", ""cost-allocation"": ""direct"", ""chargeback-entity"": ""Media"", ""showback-category"": ""production""}","{""serviceInfo"": ""VirtualMachines IP Addresses"", ""resourceDetails"": {""resourceName"": ""clo-batch-test-b-gcfc"", ""region"": ""westus"", ""resourceType"": ""Microsoft.Compute/virtualMachines""}, ""metricDetails"": {""meterName"": ""Virtual Machines IP Addresses in westus"", ""meterCategory"": ""VirtualMachines"", ""unit"": ""Hour""}}",VirtualMachines IP Addresses,Virtual Machines IP Addresses in westus,on_demand,Usage,Recurring,USD
